"Bank of Scotland Equity Investments","bank-of-scotland-equity-investments"
"Spencer Trask","spencer-trask"
"Global Retail Partners","global-retail-partners"
"Access Private Equity","access-private-equity"
"Alexandria Real Estate Equities","alexandria-real-estate-equities"
"Pappas Ventures","pappas-ventures"
"NeuroVentures","neuroventures"
"MMC Financial Services","mmc-financial-services"
"BIP Investment Partners","bip-investment-partners"
"Innovations Kapital","innovations-kapital"
"Quorum Group","quorum-group"
"FF Angel LLC","ff-angel-llc"
"De Novo Ventures","de-novo-ventures"
"Galia Gestion","galia-gestion"
"IRDI Midi Pyrenees","irdi-midi-pyrenees"
"SG Capital Partenaires","sg-capital-partenaires"
"Tweed Renaissance Investors Capital","tweed-renaissance-investors-capital"
"Barwell Plc","barwell-plc"
"Sigma Technology Management","sigma-technology-management"
"Verdoso Investment","verdoso-investment"
"XAnge Capital","xange-capital"
"QVT Financial","qvt-financial"
"GSK Venture Fund","gsk-venture-fund"
"Westfield Capital Management","westfield-capital-management"
"Adage Capital Management","adage-capital-management"
"Avenir Finance","avenir-finance"
"Soridec","soridec"
"Erasmus MC Biomedical Fund","erasmus-mc-biomedical-fund"
"Sächsische Beteiligungsgesellschaft","schsische-beteiligungsgesellschaft"
"CapDecisif","capdecisif"
"Digital Sky Technologies","digital-sky-technologies-fo"
"Silver Lake Partners","silver-lake-partners"
"AAA of Southern California","aaa-of-southern-california"
"Midland Capital Partners","midland-capital-partners"
"Regions Bancorp","regions-bancorp"
"Wells Fargo Bank","wells-fargo-bank"
"Longbow Capital","longbow-capital"
"Mountaineer Capital","mountaineer-capital"
"West Virginia Jobs Investment Trust Board","west-virginia-jobs-investment-trust-board"
"Sofia Capital","sofia-capital"
"Soitec","soitec"
"S.R.I.W.","s-r-i-w"
"Sopartec","sopartec"
"New Value","new-value"
"EPS Value Plus","eps-value-plus"
"CorporaccionCan","corporaccioncan"
"WM Enterprise Investment Division","wm-enterprise-investment-division"
"fbFund","fbfund"
"Pfizer Strategic Investments","pfizer-strategic-investments"
"GenenFUND","genenfund"
"Southwest Michigan First, Investment Arm","southwest-michigan-first-investment-arm"
"Hopen Therapeutics","hopen-therapeutics"
"Inversiones Valencia Capital Riesgo","inversiones-valencia-capital-riesgo"
"Libertas 7","libertas-7"
"Imperial Innovations","imperial-innovations"
"Ocean Tomo","ocean-tomo"
"Synergis Technologies","synergis-technologies"
"New York State Common Retirement Fund","new-york-state-common-retirement-fund"
"Vanderbilt University Office of Investments","vanderbilt-university-office-of-investments"
"Bayern Kapital","bayern-kapital"
"Sodero Gestion","sodero-gestion"
"Bretagne Jeunes","bretagne-jeunes"
"Soci�t� Financi�re Lorient D�veloppementis","socit-financire-lorient-dveloppement"
"Progress Partners","progress-partners"
"Accor Services","accor-services"
"Paris Business Angels","paris-business-angels"
"Svenska Generationsskiften","svenska-generationsskiften"
"Edap 2007","edap-2007"
"JumpStart","jumpstart"
"Krautkraemer GmbH","krautkraemer-gmbh"
"ProVen VCT","proven-vct"
"Partam Tel A Viv","partam-tel-a-viv"
"FS Ventures Holding","fs-ventures-holding"
"Low Carbon Seed Fund","low-carbon-seed-fund"
"Midven","midven"
"Catapult Venture Managers","catapult-venture-managers"
"Trafalgar Capital Management","trafalgar-capital-management"
"Business Angels Fondsgesellschaft","business-angels-fondsgeseakkscgaft"
"Statoil Hydro Venture","statoil-hydro-venture"
"Black River Asset Management","black-river"
"Grupo ItNet","grupo-itnet"
"Caixa Capital Risc","caixa-capital"
"Nobska Ventures","nobska-ventures"
"Sting Capital","sting-capital"
"Capitole Angels","capitole-angels"
"Alliance Entreprendre","alliance-entreprendre"
"Compass Private Equity","compas-private-equity"
"Octapris Investments","octapris-investments"
"ISQ Fund","isq-fund"
"Endeavour Capital","endeavour-capital"
"Power Play Energy","power-play-energy"
"RADLP","radlp"
"Globis Capital Partners","globis-capital-partners"
"Itochu Technology Ventures","itochu-technology-ventures"
"Tullis Health Investors","tullis-health-investors"
"Miami Valley Venture Fund","miami-valley-venture-fund"
"Synergy Life Science Partner","synergy-life-sciences-partner"
"Sophia Business Angels","sophia-business-angels"
"Ivola","ivola"
"Ridings Early Growth Investment","ridings-early-growth-investment"
"Yorkshire Association of Business Angels","yorkshire-association-of-business-angels"
"Oak Money","oak-money"
"SC Launch","sc-launch"
"Bainco International Investors","bainco-international-investors"
"Clean Energy Venture Group","clean-energy-venture-group"
"RSG Capital","rsg-capital"
"Sätila Holding","stila-holding-ab"
"Global Environment Fund Management","global-environment-fund-management"
"Nth Power","nth-power"
"CM-CIC Capital Prive","cm-cic-capital-prive"
"Ouest Croissance","ouest-croissance"
"Bildaburg","bildaburg"
"IDFC Private Equity","idfc-private-equity"
"Aureos Capital","aureos-capital"
"Persistence Partners","persistence-partners"
"Murphree Venture Partners","murphree-venture-partners"
"Ludgate Investments","ludgate-investments"
"Bbt Capital Management","bbt-capital-management"
"Apothecary Capital","apothecary-capital"
"Jafco Life Science","jafco-life-science"
"Altitude Life Science Ventures","altitude-life-science-ventures"
"Baroda Ventures","baroda-ventures"
"Voobon Ventures","voobon-ventures"
"Certified Capital Group","certified-capital-group"
"SBI Asset Management","sbi-asset-management"
"SBI Investment","sbi-investment"
"Third Security","third-security"
"Element Partners","element-partners"
"Natural Gas Partners","natural-gas-partners"
"Sail Capital Partners","sail-venture-partners"
"Allianz Private Equity Partners","allianz-private-equity-partners"
"Pacific Corporate Group","pacific-corporate-group"
"Red Abbey Venture Partners","red-abbey-venture-partners"
"Arboretum Ventures","arboretum-ventures"
"Aisling Capital","aisling-capital"
"Canadian Medical Discoveries Fund","canadian-medical-discoveries-fund"
"Astellas Venture Management","astellas-venture-management"
"Omnis Mundi","omnis-mundi"
"Five Ventures","five-ventures"
"Argonaut Partners","argonaut-partners"
"Cordova Ventures","cordova-ventures"
"Early Stage Partners","early-stage-partners"
"Orkos Capital","orkos-capital"
"Montagu Newhall Associates","montagu-newhall-associates"
"Cross Creek Capital","cross-creek-capital"
"Japan Venture Partners","japan-venture-partners"
"Richardson Capital","richardson-capital"
"Gardiner Group Capital","gardiner-group-capital"
"Ontario Centres of Excellence  ","ontario-centres-of-excellence-2"
"HSH Nordbank","hsh-nordbank"
"Allco Renewable Energy","allco-renewable-energy"
"MacQuarie Capital Funds","macquarie-capital-funds"
"Kansas Technology","kansas-technology"
"idTechnology Ventures","idtechnology-ventures"
"Avenue Capital Group","avenue-capital-group"
"NBP Asia Investments","nbp-asia-investments"
"China Environmental Fund","china-environmental-fund"
"Calvert Social Venture Partners","calvert-social-venture-partners"
"Chief Scientist - The State of Israel","chief-scientist-the-state-of-israel"
"Sapinda Deutschland GmbH","sapinda-deutschland-gmbh"
"Omninet","omninet"
"Close Venture Management","close-venture-management"
"SJF Ventures","sjf-ventures"
"Brand Journey Capital","brand-journey-capital"
"Docor International Management","docor-international-management"
"Pontifax","pontifax"
"Life Sciences Partners","life-sciences-partners"
"Gordon River Capital","gordon-river-capital"
"Barclays Capital","barclays-capital"
"TSG Equity Partners","tsg-equity-partners"
"Origo Sino-India","origo-sino-india"
"Pittsburgh Life Sciences Greenhouse","pittsburgh-life-sciences-greenhouse"
"Cambridge Enterprise Seed Funds","cambridge-enterprise-seed-funds"
"Inserm Transfert Initiative","inserm-transfert-initiative"
"Genopole","genopole"
"NW Brown Ventures","nw-brown-ventures"
"E-Synergy","e-synergy"
"Calim Private Equity","calim-private-equity"
"US Renewables","us-renewables"
"BCN Ventures","bcn-ventures"
"AXIS Participaciones Empresariales","axis-participaciones-empresariales"
"Invertec","invertec"
"Uninves","uninves"
"Reus Capital de Negocis","reus-capital-de-negocis"
"Banque de Vizille","banque-de-vizille"
"Avenir Entreprises Gestion","avenir-entreprises-gestion"
"Swarraton Partners","swarraton-partners"
"MPS Venture","mps-venture"
"Biofund","biofund"
"Red Shift Ventures","red-shift-ventures"
"Marubent America Corporation","marubent-america-corporation"
"Kirlan Venture Capital","kirlan-venture-capital"
"Metdist","metdist"
"I-nvestor","i-nvestor"
"Actis","actis"
"Reservoir Venture Partners","reservoir-venture-partners"
"Sustainable Technologies Fund","sustainable-technologies-fund"
"Yellow&Blue Investment Management","yellow-blue-investment-management"
"Conduit Ventures","conduit-ventures"
"Gallium Moore","gallium-moore"
"Estonian Development Fund","estonian-development-fund"
"Advanced Technology Development Center","advanced-technology-development-center"
"Unilever Technology Ventures","unilever-technology-ventures"
"Battelle Ventures","battelle-ventures"
"Innovation Valley Partners","innovation-valley-partners"
"Fidequity","fidequity"
"SET Venture Partners","set-venture-partners"
"Schokland Funds","schokland-funds"
"HS LifeSciences","hs-lifesciences"
"China Spring Fund","china-spring-fund"
"4Di Capital","4di-capital"
"Fisk Ventures","fisk-ventures"
"J. Burke Capital Partners","j-burke-capital-partners"
"Starwood","starwood"
"Investcorp Gulf Investments","investcorp-gulf-investments"
"California Institute for Regenerative Medicine","california-institute-for-regenerative-medicine"
"GBS Ventures","gbs-ventures"
"Singapore Bio-Innovations","singapore-bio-innovations"
"Freestyle Capital","freestyle-capital"
"Pfizer Venture Investments","pfizer-venture-investments"
"Lilly Ventures","lilly-ventures"
"RK Ventures Group","rk-ventures-group"
"BioAdvance","bioadvance"
"Tiger Fund","tiger-fund"
"Sienna Equity Partners","sienna-equity-partners"
"ETV Capital SA","etv-capital-sa"
"Small Ventures USA","small-ventures-usa"
"Virginia Active Angel Network","virginia-active-angel-network"
"BlueTree Capital Group","bluetree-capital-group"
"Waveland Venture Partners","waveland-venture-partners"
"Telegraph Hill Partners","telegraph-hill"
"TVS Capital Funds","tvs-capital-funds"
"Dry Creek Ventures","dry-creek-ventures"
"Silicon Valley Product Group","silicon-valley-technology-group"
"Energy Investors Fund","energy-investors-fund"
"iEnergies","ienergies"
"Mithras Capital Partners","mithras-capital-partners"
"Biogen Idec","biogen-idec"
"Avrio Ventures","avrio-ventures"
"Sante Ventures","sante-ventures"
"SR One","sr-one"
"Excel Medical Ventures","excel-medical-fund"
"Apple Tree Partners","apple-tree-partners"
"Novartis Venture Fund","novartis-venture-fund"
"Keiretsu","keiretsu"
"Tacoma Angel Network","tacoma-angel-network"
"ZINO Society","zino-society"
"NeoMed","neomed"
"Valhalla Investments","valhalla-investments"
"Birch Venture Capital","birch-venture-capital"
"Fountain Healthcare Partners","fountain-healthcare-partners"
"Janus","janus"
"Integra Ventures","integra-ventures-2"
"Masa Life Science Fund","masa-life-science-fund"
"HealthCare Ventures","healthcare-ventures"
"Amgen Ventures","amgen-ventures"
"Odyssey Research","odyssey-research"
"Merck Serono Ventures","merck-serono-ventures"
"Apposite Capital","apposite-capital"
"The Roda Group","the-roda-group"
"Bridge Capital Holdings","bridge-capital-holdings"
"Dot Edu Ventures","dot-edu-ventures"
"Ziegler HealthVest Partners","ziegler-healthvest-partners"
"Hudson Clean Energy Partners","hudson-clean-energy-partners"
"BerchWood Partners","berchwood-partners"
"Panagea Ventures","panagea-ventures"
"Low Carbon Accelerator","low-carbon-accelerator"
"Chanel Medical Partners","chanel-medical-partners"
"Lincoln Funds International","lincoln-funds-international"
"I2BF Venture Capital","i2bf"
"Bohemian Investments","bohemian-investments"
"Southern Ute","southern-ute"
"Interlaken Capital","interlaken"
"Canaccord Adams","canaccord-adams-limited"
"Morgan Stanley & Co. International plc","morgan-stanley-co-international-plc"
"Mirabaud Securities LLP","mirabaud-securities-llp"
"Evolution Securities Limited","evolution-securities-limited"
"Deerfield Capital Management","deerfield-management"
"Broadview Ventures","broadview-ventures"
"The Peierls Foundation","the-peierls-foundation"
"Quaker BioVentures","quaker-bioventures"
"Devon Park BioVentures","devon-park-bioventures"
"Teachers' Private Capital","teachers-private-capital"
"Mapresbury Communications","mapresbury-communications"
"Mapesbury Communications Ltd","mapesbury-communications-ltd"
"CentreStone Ventures","centrestone-ventures"
"Columbia Pacific Advisors","columbia-pacific-advisors"
"Aberdare Ventures","aberdare-ventures"
"Accuitive Medical Ventures","accuitive-medical-ventures"
"Boston Scientific","boston-scientific"
"Oakwood Capital Management","oakwood"
"Oakwood Medical Investors","oakwood-medical-investors"
"Schroder Ventures","schroder-ventures"
"TowerBrook Capital Partners","towerbrook-capital-partners"
"IDGVC Partners","idgvc-partners"
"Infinite Capital","infinite-capital"
"MPM Bio IV NVS Strategic Fund","mpm-bio-iv-nvs-strategic-fund"
"Vectis Healthcare & Life Sciences Fund","vectis-healthcare-life-sciences-fund"
"The Column Group","the-column-group"
"LODH Immunology Fund","lodh-immunology-fund"
"BZ Bank","bz-bank"
"Omega Funds","omega-funds"
"Spring Bay Ventures","spring-bay-ventures"
"Gainesborough and Peponi Investments","gainesborough-and-peponi-investments"
"MF Capital","mf-capital"
"Ladder Capital Finance","ladder-capital-finance"
"Medley Partners","medley-partners"
"Aescap Venture","aescap-venture"
"Navitas Capital","navitas"
"Capricorn Venture Partners","capricorn-venture-partners"
"ING Group","ing-group"
"China Healthcare Partnership","china-healthcare-partnership"
"Softbank China Venture Capital","softbank-china-venture-capital"
"Affinity Capital Management","affinity-capital-management"
"Kipost","kipost"
"Bicro","bicro"
"Bicro.hr","bicro-hr"
"Genacast Ventures","genacast-ventures"
"Bradford Capital Partners","bradford-capital-partners"
"Gogreen Capital","gogreen-capital"
"Clearpoint Ventures","clearpoint-ventures"
"JVB Properties","jvb-properties"
"Nexia India Capital","nexia-india-capital"
"Mahindra Group","mahindra-group"
"Gray Matters Capital","gray-matters-capital"
"Acumen Fund","acumen-fund"
"PTV Sciences","ptv-sciences"
"Acton Capital Partners","acton-capital-partners"
"South Yorkshire Investment Fund","south-yorkshire-investment-fund"
"Devonshire Investors","devonshire-investors"
"Pierce & Pierce Group","pierce-pierce-group"
"Frontier Capital","frontier-capital"
"Ballast Point Ventures","ballast-point-ventures"
"Novo Nordisk","novo-nordisk"
"GeneChem Therapeutics Venture Fund","genechem-therapeutics-venture-fund"
"ZKB Start-up Finance","zkb-start-up-finance"
"Adamant Biomedical Investments AG","adamant-biomedical-investments-ag"
"Bio*One Capital","bio-one-capital"
"Lacuna","lacuna-ag"
"Flexpoint Ford","flexpoint-ford"
"Foursome Investments","foursome-investments"
"Frog Capital","frog-capital"
"Care Capital","care-capital"
"Bay Ventures","bay-ventures"
"Pras Holdings","pras-holdings"
"Murex Investments","murex-investments"
"The Zitelman Group","the-zitelman-group"
"Sussex Place Ventures","sussex-place-ventures"
"Bussiness Accelerator","bussiness-accelerator"
"Open Ocean","open-ocean"
"Ventegis Capital","ventegis-capital"
"BIA Digital Partners","bia-digital-partners"
"CDIB Ventures","cdib-ventures"
"YFY Biotech Management Company","yfy-biotech-management-company"
"Prolog Ventures","prolog-ventures"
"IN Partners","in-partners"
"MidPoint Food","midpoint-food"
"Ag Fund","ag-fund"
"TBJ Investments","tbj-investments-llc"
"BTF","btf"
"Ovation Capital Partners","ovation-capital"
"Citi’s Sustainable Development Investments","citis-sustainable-development-investments"
"PCG Clean Energy and Technology Fund","pcg-clean-energy"
"Nimes Capital","nimes-capital"
"Sustainable Development Investments","sustainable-development-investments"
"Millennium II Materials Technology Fund","millennium-ii-materials-technology-fund"
"Arancia International","arancia-international"
"Alliance Technology Ventures","alliance-technology-ventures"
"SCP Vitalife Partners","scp-vitalife-partners"
"QureInvest","qureinvest"
"Greenmont Capital Partners","greenmont-capital-partners"
"Rhone-Alpes Creation","rhone-alpes-creation"
"Expansinvest","expansinvest"
"Grenoble Angels","grenoble-angels"
"VIADUC 8","viaduc-8"
"Tecnet Equity","tecnet-equity"
"Business Development Bank of Canada","business-development-bank-of-canada"
"Great Hill Partners","great-hill-partners"
"Emertec Gestion","emertec-gestion"
"CEA Investissement","cea-investments"
"Aquitaine Creation","aquitaine-creation"
"Picoty","picoty"
"Inveni Capital","inveni-capital"
"dsskjfmt","elm-street-ventures"
"Vecata","vecata"
"Inventure Capital","inventure-capital"
"Vaekstfonden","vaekstfonden"
"Calyx Bio-Ventures","calyx-bio-ventures"
"In-vivo Ventures","in-vivo-ventures"
"Golden Pine Ventures","golden-pine-ventures"
"Purdue University Endowment","purdue-university-endowment"
"Early Equity","early-equity"
"City Light Capital","city-light-capital"
"Fidelity Biosciences","fidelity-biosciences-2"
"Novartis Option Fund","novartis-option-fund"
"Google.org","google-org"
"Signet Healthcare Partners","signet-healthcare-partners"
"Paul Capital ","paul-capital-healthcare"
"CapMan Oyj","capman-oyj"
"Priveq Investment","priveq-investment"
"Fisher Capital","fisher-capital"
"Pacific Technology Partners","pacific-technology-partners"
"Stuart Mill Venture Partners","stuart-mill-venture-partners"
"Wolverine Venture Fund","wolverine-venture-fund"
"Technology Strategy Board","technology-strategy-board"
"Samson Venture Partners","samson-venture-partners"
"Finistère Business Angels","finistre-business-angels"
"Polar Capital Group","polar-capital-group"
"Technologiegruenderfonds Sachsen","technologiegrnderfonds-sachsen"
"Corporate Financing Holding","corporate-financing-holding"
"S-Beteiligungen","s-beteiligungen"
"TechnologieContor","technologiecontor"
"CatCap","catcap"
"One Equity Partners","one-equity-partners-llc"
"Johnson & Johnson Development Corporation","johnson-johnson-development-corporation"
"J.P. Morgan Securities Inc.","j-p-morgan-securities-inc"
" L.L.C.","l-l-c"
"Dogwood Equity","dogwood-equity"
"Raymond James","raymond-james"
"Fjord Ventures","fjord-ventures"
"Montreux Equity Partners","montreaux-equity-partners"
"Zeigler Meditech Equity Partners","zeigler-meditech-equity-partners"
"Federman Holdings","federman-holdings"
"Technorov","technorov"
"Bargal R&D Investment","bargal-r-d-investment"
"Phoenix Insurance","phoenix-insurance"
"Polar Investments","polar-investments"
"Clal Biotechnology","clal-biotechnology"
"Foundation Venture Capital Group","foundation-venture-capital-group"
"BankInvest Biomedical Venture","bankinvest-biomedical-venture"
"Merifin Capital","merifin-capital"
"K Nominees","k-nominees"
"Erie County Industrial Development Agency","erie-county-industrial-development-agency"
"Excell Partners","excell-partners-2"
"Western New York Venture Association","western-new-york-venture-association"
"Inveready  Technology Investment Group","inveready-seed-capital"
"Case Technology Ventures","case-technology-ventures"
"Mobility Ventures","mobility-ventures"
"PureTech Ventures","puretech-ventures"
"U.S. Department of Energy","u-s-department-of-energy"
"Orchid Asia Group Management","orchid-asia-group-management"
"Shenzhen Fortune Venture Capital","shenzhen-fortune-venture-capital"
"Merchant Banking Devision","merchant-banking-devision"
"Maine Technology Institute","maine-technology-institute"
"POSCO BioVentures","posco-bioventures"
"Inventages Venture Capital Investment Inc.","inventages-venture-capital-investment-inc"
"Hamilton BioVentures","hamilton-bioventures"
"Trevi Health Ventures","trevi-health-ventures"
"Vollin Holdings","vollin-holdings"
"Lilly Asian Ventures","lilly-asian-ventures"
"HBM BioCapital","hbm-biocapital"
"Novartis Bioventures","novartis-bioventures"
"BioMedinvest","biomedinvest"
"VI Partners","vi-partners"
"Pentagram Partners","pentagram-partners"
"PrairieGold Venture Partners","prairiegold-venture-partners"
"HealthCap","healthcap"
"Endeavour Vision","endeavour-vision"
"PPM Oost","ppm-oost"
"IV Holdings","iv-holdings"
"Standard Bank","standard-bank"
"Clarian Health Ventures","clarian-health-ventures"
"NIBC Capital Partners","nibc-capital-partners"
"Innovationsstiftung der Schwyzer Kantonalbank","innovationsstiftung-der-schwyzer-kantonalbank"
"MP Healthcare Venture Management","mp-healthcare-venture-management-inc"
"MediBic Alliance","medibic-alliance"
"Everbright Investment & Management","everbright-investment-management"
"Suzhou Ventures","suzhou-ventures"
"Third Rock Ventures","third-rock-ventures-2"
"Swiftsure Capital","swiftsure-capital"
"Garnett & Helfrich Capital","garnett-helfrich-capital"
"Caja de Burgos Investment Arm","caja-de-burgos-investment-arm"
"Corporación Caja de Granada","corporacin-caja-de-granada"
"Espírito Santo Capital","esprito-santo-capital"
"CAJASOL","cajasol"
"Caja de Ahorros de Castilla La Mancha Invesment Arm","caja-de-ahorros-de-castilla-la-mancha-invesment-arm"
"CAI Desarrollo Empresarial","cai-desarrollo-empresarial"
"Baring Private Equity Partners España","baring-private-equity-partners-espaa"
"Sears Capital Management","sears-capital-management"
"NYSERDA","nyserda"
"CTI Life Sciences Fund","cti-life-sciences-fund"
"Origo Resource Partners","origo-resource-partners"
"Cody Gate Ventures","cody-gate-ventures"
"Swarth Investments","swarth-investments"
"Ashmore Investment Management","ashmore-investment-management"
"China Merchants Technology Group","china-merchants-technology-group"
"CREATE Partners","create-partners"
"Technology Investment Company","technology-investment-company"
"Multiple Capital","multiple-capital"
"GTD Capital Holdings","gtd-capital"
"Daiwa Securities SMBC Principal Investments","daiwa-securities-smbc-principal-investments"
"Daiwa Securities Group","daiwa-securities-group"
"Softbank Investment Corporation","softbank-investment-corporation"
"Ridgeway Capital Partners","ridgeway-capital-partners"
"SBICAP Securities","sbicap-securities"
"Funk Ventures","funk-ventures"
"Reservoir Capital Group","reservoir-capital-group"
"Frog & Peach Investments","frog-peach-investments"
"Astrolabe Ventures","astrolabe-ventures"
"Micron Ventures","micron-ventures"
"PYJ-Dynasty Venture Fund","pyj-dynasty-venture-fund"
"Tempo Capital","tempo-capital"
"VNT Management","vnt-management"
"Kolohala Ventures","kolohala-ventures"
"Industrial Technology Ventures","industrial-technology-ventures"
"EERE","eere"
"China-Israel Value Capital","china-israel-value-capital"
"The Barfield Group","the-barfield-group"
"RNK Capital","rnk-capital"
"Lyrical Partners","lyrical-partners"
"Environmental Technologies Fund","environmental-technologies-fund"
"Advantage Growth Fund","advantage-growth-fund"
"Malaysian Life Sciences Capital Fund","malaysian-life-sciences-capital-fund"
"Makower Family Trust","makower-family-trust"
"Blackmont Capital","blackmont-capital"
"D.F. Mackie","d-f-mackie"
"Investeco Capital","investeco-capital"
"Synergy Partners International","synergy-partners-international"
"Life Science Angels","life-science-angels"
"GF Private Equity","gf-private-equity"
"Renewable Energy Corporation","renewable-energy-corporation"
"Jerusalem Global Ventures","jerusalem-global-ventures"
"Audacia","audacia"
"ICSO Private Equity","icso-private-equity"
"BNP Paribas","bnp-paribas-private-equity"
"TMT Ventures","tmt-ventures"
"Olympus Capital Holdings Asia","olympus-capital-holdings-asia"
"Hudson Capital Management","hudson-capital-management"
"GreatPoint Ventures","greatpoint-ventures"
"Aster Capital Partners","schneider-electric-ventures"
"Salem Halifax Partner","salem-halifax-partner"
"Access National Bank","access-national-bank"
"Wallonia Regional Government","wallonia-regional-government"
"Angels with Attitude","angels-with-attitude"
"Spring Ventures","spring-ventures"
"Leonardo Venture","leonardo-venture"
"Government of the Sultanate of Oman","government-of-the-sultanate-of-oman"
"Shackleton Ventures","shackleton-ventures"
"MVC Capital","mvc-capital"
"Investcorp Bank BSC","investcorp-bank-bsc"
"Sofimac Partners","sofimac-partners"
"Alto Invest","alto-invest"
"Dublin Business Innovation Centre","dublin-business-innovation-centre"
"Crédit Mutuel ARKEA","crdit-mutuel-arkea"
"bm-t","bm-t"
"Sparkasse Jena","sparkasse-jena"
" Andromeda Capital","andromeda-capital"
"Vauban Partenaires","vauban-partenaires"
"Comtex","comtex"
"Loudwater Investment Partners","loudwater-investment-partners"
"Green Spark Ventures","green-spark-ventures"
"GVC Venture Fund","gvc-venture-fund"
"Aloe Private Equity","aloe-private-equity"
"Asia West","asia-west"
"Aurora Russia","aurora-russia"
"IDF CAPITAL","idf-capital"
"Access2net","access2net"
"DeWaay Investment Partners","dewaay-investment-partners"
"Naxicap Partners","naxicap-partners"
"IVAC Fund","ivac-fund"
"Sigma Gestion","sigma-gestion"
"TeknoSeed","teknoseed"
"Archangel Informal Investments","archangel-informal-investments-limited"
"Rutberg & Company","rutberg-company"
"Banc of America Securities","banc-of-america-securities-2"
"CIBC World Markets","cibc-world-markets"
"Oppenheimer & Co., Inc.","oppenheimer-co-inc"
"Inventure Oy","inventure-oy"
"Andreessen Horowitz","andreessen-horowitz"
"Labotec","labotec"
"RBC Capital Markets","rbc-capital-markets"
"ABS Capital Partners","abs-capital-partners"
"Ivy Capital","ivy-capital"
"Capzanine","capzanine"
"Consensus Business Group","consensus-business-group"
"ProtoStar Partners","protostar-partners"
"Arbitron Investment Arm","arbitron-investment-arm"
"French Strategic Investment Funds","french-strategic-investment-funds"
"Naiot Venture Accelerator","naiot-venture-accelerator"
"Netz Capital","netz-capital"
"IBIS Capital","ibis-capital-ltd"
"IBIS Media VCT 1","ibis-media-vct-1"
"Tristone Capital","tristone-capital"
"CorporacciónCan - Grupo Corporativo Empresarial Caja Navara","corporaccincan-grupo-corporativo-empresarial-caja-navara"
"West Wind Partners","west-wind-partners"
"Atlas Accelerator","atlas-accelorator"
"Fondaction","fondaction"
"TargeTech","targetech"
"Lund University Bioscience","lund-university-bioscience"
"Life Sciences Fund Amsterdam","life-sciences-fund-amsterdam"
"MIG AG","mig-ag"
"Alfred Wieder AG","alfred-wieder-ag"
"Varuma AG","varuma-ag"
"Pictet Private Equity Investors S.A.","pictet-private-equity-investors-s-a"
"Ingro Finanz AG","ingro-finanz-ag"
"Palo Alto Venture Partners","palo-alto-venture-partners"
"Spring Mill Venture Partners","spring-mill-venture-partners"
"The March Group","the-march-group"
"VentureLink LP","venturelink-lp"
"NEVEQ ","neveq-capital-partners"
"Q.A.T. Investments","q-a-t-investments"
"University of Utah Endowment","university-of-utah-endowment"
"Ouest Ventures","ouest-ventures"
"Synergie Finance","synergie-finance"
"State Street Global Investments","state-street-global-investments"
"October Capital","october-capital"
"Bru Venture Capital","bru-venture-capital"
"Viking Venture Management","viking-venture-management"
"Sinvent AS","sinvent"
"Crescent Capital","crescent-capital"
"Siemens Technology Accelerator","siemens-technology-accelerator"
"Clarendon Fund Managers","clarendon-fund-managers"
"Canopee Finance","canopee-finance"
"Finance Wales","finance-wales"
"HM Capital","hm-capital"
"LundXY","lundxy"
"ARC Financial","arc-financial"
"Freidenrich Family Trust","freidenrich-family-trust"
"Miller Gold","miller-gold"
"DiBernardo & Associates","dibernardo-associates"
"DiBernardo & Associates, Inc.","dibernardo-associates-inc"
"SV Angel","sv-angel"
"Start Invest","start-invest-ab"
"Innovationsbron Väst Startup AB","innovationsbron-vst-startup-ab"
" F�rvaltnings AB Brunnen","frvaltnings-ab-brunnen"
"London Business Angels","london-business-angels"
"SeedCapital Dortmund","seedcapital-dortmund"
"NCI Gestion","nci-gestion"
"AHMSA Steel Israel","ahmsa-steel-israel"
"ITX International Holdings","itx-international-equity"
"Veron International","veron-international"
"Incept","incept"
"Northwest Technology Ventures","northwest-technology-ventures"
"Radcliff Group","radcliff-group"
"AWT Private Investments","awt-private-investments"
"Precede Technologies","precede-technologies"
"Rosenram Development","rosenram-development"
"Alpine Venture","alpine-venture"
"J&J Development","j-j-development"
"Kensel & Co. ","kensel-co"
"One Earth Capital","one-earth-capital"
"BioLucent","biolucent"
"Fog City Fund","fog-city-fund"
"Windamere Venture Partners","windamere-venture-partners"
"Arnerich Massena & Associates","arnerich-massena-associates"
"RiverVest","rivervest"
"Rockley Ventures","rockley-ventures"
"Viterbi Group","viterbi-group"
"Lloyds TSB Group","lloyds-tsb-group"
"Prudential","prudential"
"Advent-Morro Equity Partners","advent-morro-equity-partners"
"Iowa Capital Management","iowa-capital-group"
"Ames Seed Capital","ames-seed-capital"
"Chicagoland Investors","chicagoland-investors"
"Midwest Oilseeds","midwest-oilseeds"
"NLG Advisors","nlg-advisors"
"Brain Trust Accelerator Fund","brain-trust-accelerator-fund"
"Mercato Partners","mercato-partners"
"New River Management","new-river-management"
"Arula","arula"
"iLogistix","ilogistix"
"UTI Ventures","uti-ventures"
"Nomura Phase4 Ventures","nomura-phase4-ventures"
"Tessart","tessart"
"Miratech","miratech"
"Intermicro Delta","intermicro-delta"
"North Bay Angels","north-bay-angels"
"Keytone Ventures","keytone-ventures"
"Berkeley Ventures","berkeley-ventures"
"ATP Capital","atp-capital"
"Sustainable Development Technology","sustainable-development-technology"
"TianDi Growth Capital","tiandi-growth-capital"
"Innomed Ventures","innomed-ventures"
